Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Lâm Ðồng,2013,94.3,16.6,57.2,716.1,,,,,,,,,,24,623.41,763.74,616.46,476.12,10.8,6.4,17.2,2.24,90.19,310,101.13,-0.4,,,,,,9773.6,1245.4,127.42,Tây Nguyên,1239.86,0.615988902,0.384011098,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2014,94,14.96,59,745,878000,982000,485000,154000,711000,1260000,1888000,2701000,5921000,24.9,629.21,763.78,621.85,487.29,10.4,5.8,16.2,2.09,90.52,352,101.18,-3.1,,,711000,5921000,8.3,9773.5,1259.3,129,Tây Nguyên,1251.07,0.610501411,0.389498589,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2015,92.6,15.2,56,712.4,,,,,,,,,,25.3,634.6,769.9,626.8,491.4,9.4,5,14.4,1.98,93.61,433,101.2,-1.4,,,,,,9773.5,1273.1,130,Tây Nguyên,1261.3,0.610401966,0.389598034,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2016,93.9,15.2,56.1,719.8,909000,1045000,845000,180000,840000,1430000,2238000,3175000,7222000,25.1,639.8,775.9,631.6,495.4,11.6,5.3,16.9,2.34,97.28,430,101.3,-1.5,,,840000,7222000,8.6,9783.2,1288.2,132,Tây Nguyên,1271.3,0.610320145,0.389679855,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2017,93.6,15,56.7,733.6,,,,,,,,,,25.5,645,781.7,636.4,499.6,11.7,4.9,16.6,2.29,95.79,464,101.4,1.4,,,,,,9783.3,1298.9,133,Tây Nguyên,1281.3,0.610083509,0.389916491,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2018,93.5,16.6,57.5,748.8,1296000,1134000,864000,347000,942000,1789000,2668000,3860000,8957000,26,650.2,786.8,641.2,504.6,9.9,4.7,14.6,1.99,95.95,437,101.4,-0.7,10147,896,942000,8957000,9.5,9783.3,1312.9,134,Tây Nguyên,1291.4,0.609261267,0.390738733,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2019,95.2,16.7,58.8,770.1,1404000,1157000,1019000,349000,938000,1984000,3169000,4504000,9059000,25,654.3,790.3,645,509,11.6,5.1,16.7,2.2,96.17,346,101.44,-1.8,9045,1045,938000,9059000,9.7,9783.3,1299.3,133,Tây Nguyên,1299.3,0.608250596,0.391749404,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2020,94.49,18.5,58.26,770.03,,,,,1203330,2214470,3159600,4259290,7893310,25.4,659.56,795.59,650.23,514.21,11.72,4.93,16.65,2.19,96.02,333,101.43,-1.6,8973,886,1203300,7893300,6.6,9783.34,1309.79,134,Tây Nguyên,1309.8,0.607413346,0.392586654,Tương đối cân bằng giữa Thành thị và Nông thôn
Lâm Ðồng,2021,95,20.49,58.14,778.9,,,,,1041780,2075690,2923870,4446400,8133430,26.31,665.68,802.74,656.16,519.1,11.07,5.23,16.3,2.15,93.61,469,101.45,0.09,6741,1042,1041800,8133400,7.8,9781.2,1321.84,135,Tây Nguyên,1321.84,0.607289838,0.392710162,Tương đối cân bằng giữa Thành thị và Nông thôn
Lạng Sơn,2007,,,60.8,456.2,,,,,,,,,,,362,588.8,366.2,139.4,11.8,5.6,17.4,2.14,,,98.9,-4,,,,,,,,,Trung du và miền núi phía Bắc,728.2,0.808569074,0.191430926,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2008,,11,58.9,441.8,,,,,,,,,,,363.8,590.1,366.9,140.6,12.2,5.1,17.3,2.15,,,99.2,-3.1,,,,,,,,,Trung du và miền núi phía Bắc,730.7,0.807581771,0.192418229,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2009,93.7,12.6,61.9,462.4,,,,,,,,,,,364.9,592.6,368.3,140.6,8.7,7.3,16,1.86,,,99.1,-4.7,,,,,,,,,Trung du và miền núi phía Bắc,733.2,0.808237861,0.191762139,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2010,93.6,12.5,62.8,467.7,367000,342000,169000,52000,305000,482000,678000,1046000,2128000,23.6,367.37,594.16,368.92,142.14,8.5,7.3,15.8,1.84,90.02,,99.58,-5.2,,,305000,2128000,7,,,,Trung du và miền núi phía Bắc,736.3,0.806953687,0.193046313,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2011,94.7,12.7,64.2,480.5,,,,,,,,,,,370.68,596.94,370.23,143.97,8.6,7.3,15.9,1.88,,,100.12,-1.9,,,,,,8320.8,740.8,89.03,Trung du và miền núi phía Bắc,740.91,0.805684901,0.194315099,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2012,96.2,13.8,64.9,487.3,475000,468000,202000,68000,409000,567000,794000,1428000,2853000,,373.81,599.39,371.32,145.74,11.1,6.7,17.8,2.11,91.82,,100.67,-4.3,,,409000,2853000,7,8320.8,745.3,89.57,Trung du và miền núi phía Bắc,745.13,0.804409969,0.195590031,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2013,96.6,16.7,65.9,499.4,,,,,,,,,,23.7,376.75,601.49,372.2,147.45,8.1,7.2,15.3,1.86,92.92,84,101.22,-0.2,,,,,,8320.8,749.7,90.1,Trung du và miền núi phía Bắc,748.94,0.803121745,0.196878255,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2014,95.1,16.01,66.7,504.49,635000,494000,214000,94000,480000,707000,1018000,1633000,3340000,23.7,379.61,603.45,372.98,149.15,10.8,7.8,18.7,2.26,92.4,100,101.78,-5.1,,,480000,3340000,7,8320.8,753.7,91,Trung du và miền núi phía Bắc,752.6,0.801820356,0.198179644,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2015,96.7,14.6,64,492.9,,,,,,,,,,23.9,383.3,606.6,374.5,151.2,8.4,10.4,18.8,2.38,94.38,90,102.3,-2.9,,,,,,8320.8,757.9,91,Trung du và miền núi phía Bắc,757.8,0.800475059,0.199524941,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2016,96.6,15.1,63.4,491.6,811000,459000,271000,143000,544000,825000,1191000,1952000,3924000,24.1,387.2,610.1,376.2,153.3,9.4,8.7,18.1,2.34,98.21,86,102.9,-2.1,,,544000,3924000,7.2,8310.2,768.7,92,Trung du và miền núi phía Bắc,763.4,0.799187844,0.200812156,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2017,97,15.5,62.7,491.6,,,,,,,,,,24.5,390.9,613.3,377.8,155.4,7.3,9.3,16.6,2.25,95.84,119,103.5,-2.7,,,,,,8310.1,778.4,94,Trung du và miền núi phía Bắc,768.7,0.79784051,0.20215949,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2018,96.3,19.8,62,493.9,908000,511000,414000,215000,584000,1106000,1604000,2441000,4514000,24.6,395.6,618,380.2,157.8,6.9,8.9,15.8,2.22,96.2,126,104.1,-0.8,5382,606,584000,4514000,7.7,8310.1,790.5,95,Trung du và miền núi phía Bắc,775.8,0.796597061,0.203402939,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2019,95.4,16.5,62.3,500,1071000,625000,326000,228000,668000,1062000,1714000,2601000,5246000,24.4,400,622.5,382.8,160.3,5.2,8.9,14.1,2.13,95.93,120,104.49,-7.3,4839,701,668000,5246000,7.8,8310.1,782.8,94,Trung du và miền núi phía Bắc,782.8,0.795222279,0.204777721,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2020,95.5,21,60.83,487.72,,,,,734770,1162530,1801840,2706690,5099340,24.89,403.41,606.99,385.3,181.72,6.69,8.51,15.2,2.19,94.7,83,104.7,-11.36,4249,487,734800,5099300,6.9,8310.09,788.71,95,Trung du và miền núi phía Bắc,788.71,0.769598458,0.230401542,Hơn 2/3 dân số sống tại Nông thôn
Lạng Sơn,2021,95.77,27.8,37.64,323.2,,,,,733370,1268160,1882720,2784740,5715130,24.83,406.85,613.05,390.09,183.89,7.36,7.98,15.34,2.32,94.55,123,104.29,-12.91,3610,519,733400,5715100,7.8,8310.18,796.94,96,Trung du và miền núi phía Bắc,796.94,0.7692549,0.2307451,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2007,,,57.3,1083.1,,,,,,,,,,,892.6,1528.5,937.1,301.2,11.4,5.6,17,2.39,,,95.3,-3.2,,,,,,,,,Ðồng bằng sông Hồng,1829.7,0.83538285,0.16461715,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2008,,12,57.6,1081.6,,,,,,,,,,,887,1514.2,939.1,311.9,8.9,6.6,15.5,2.19,,,94.5,-7.6,,,,,,,,,Ðồng bằng sông Hồng,1826.1,0.829198839,0.170801161,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2009,97.5,11.9,57.6,1075.1,,,,,,,,,,,894.6,1506.8,933.8,321.6,8.1,8.2,16.3,2.25,,,95.8,-10.6,,,,,,,,,Ðồng bằng sông Hồng,1828.4,0.82410851,0.17589149,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2010,96.6,10.8,57.2,1066.2,477000,286000,322000,153000,459000,732000,1019000,1340000,2635000,23.4,891.43,1501.61,930.91,320.74,7.4,8.2,15.6,2.2,81.15,,95.76,-4.3,,,459000,2635000,5.7,,,,Ðồng bằng sông Hồng,1822.35,0.823996488,0.176003512,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2011,97.1,12,58.3,1072.8,,,,,,,,,,,888.55,1496.8,928.26,320.01,7.4,8.1,15.5,2.24,,,95.72,-1.3,,,,,,1651.4,1833.5,1110.27,Ðồng bằng sông Hồng,1816.81,0.823861604,0.176138396,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2012,98.2,13.3,59.9,1095.9,769000,379000,423000,220000,621000,1066000,1478000,1986000,3800000,,885.86,1492.18,925.64,319.32,4,8.4,12.5,1.76,84.29,,95.7,-5.5,,,621000,3800000,6.1,1652.6,1835.1,1110.43,Ðồng bằng sông Hồng,1811.5,0.823726194,0.176273806,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2013,98.6,15.8,61.4,1125.1,,,,,,,,,,24.7,883.35,1487.73,923.06,318.68,7.4,9,16.4,2.32,84.63,314,95.7,-4.9,,,,,,1652.8,1839.9,1113.2,Ðồng bằng sông Hồng,1806.41,0.823583793,0.176416207,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2014,97.6,11.51,61.8,1127.79,1280000,446000,718000,372000,1059000,1686000,2176000,2689000,6462000,23.8,881.03,1483.46,920.52,318.08,12.7,6.1,18.9,2.73,84.38,312,95.71,-3.7,,,1059000,6462000,6.1,1653.2,1845.6,1116,Ðồng bằng sông Hồng,1801.54,0.823439946,0.176560054,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2015,98,13.3,58.4,1070,,,,,,,,,,23.9,878.9,1479.4,918,317.5,9.3,7.3,16.6,2.81,83.23,357,95.7,-3,,,,,,1653.2,1850.6,1119,Ðồng bằng sông Hồng,1796.9,0.823306806,0.176693194,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2016,97.8,13.9,58,1058.5,1334000,461000,815000,404000,1081000,1832000,2393000,3071000,6707000,24.2,876.9,1475.4,915.5,317,5.2,8.5,13.7,2.46,92.35,373,95.8,-3.2,,,1081000,6707000,6.2,1668.5,1852.6,1110,Ðồng bằng sông Hồng,1792.4,0.823142156,0.176857844,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2017,98.1,15.3,57.8,1051.9,,,,,,,,,,24.1,875.1,1471.7,913.1,316.5,4.7,9,13.7,2.58,92.09,454,95.8,-1.1,,,,,,1668.5,1853.3,1111,Ðồng bằng sông Hồng,1788.2,0.823006375,0.176993625,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2018,97.7,15.9,57.9,1044.6,1582000,370000,985000,448000,1049000,2213000,2825000,3703000,7180000,23.9,873.5,1460.2,910.7,324.1,5.7,8.4,14,2.82,91.8,424,95.9,-3.3,10953,2184,1049000,7180000,6.8,1668.5,1854.4,1111,Ðồng bằng sông Hồng,1784.3,0.818360141,0.181639859,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2019,98.7,17.7,58.3,1050.1,1797000,484000,1007000,396000,1142000,2090000,3171000,4122000,7930000,24.6,872.5,1457.1,908.4,323.7,8.7,7.8,16.5,2.74,93.79,499,96.05,-7.6,13197,1267,1142000,7930000,6.9,1668.6,1780.9,1067,Ðồng bằng sông Hồng,1780.8,0.818227763,0.181772237,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2020,98,20.07,56.79,1025.16,,,,,1669800,2759450,3246360,4206020,8631060,24.5,872.24,1420.21,908.09,360.12,8.43,7.5,15.94,2.71,91.86,444,96.05,-4.1,10583,1118,1669800,8631100,5.2,1668.57,1780.33,1067,Ðồng bằng sông Hồng,1780.33,0.797722894,0.202277106,Hơn 2/3 dân số sống tại Nông thôn
Nam Ðịnh,2021,98.41,22.01,50.86,947.2,,,,,2416240,3638070,4156560,4793430,7085070,24.55,899.37,1464.7,936.89,371.57,8.02,7.31,15.33,2.75,88.92,405,96,-8.33,8983,987,2416200,7085100,2.9,1668.83,1836.27,1100,Ðồng bằng sông Hồng,1836.27,0.797649583,0.202350417,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2007,,,54,1624,,,,,,,,,,,1424.6,2554.6,1480.6,350.6,12.8,5.2,18,2.49,,,96.2,-0.1,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,2905.2,0.87931984,0.12068016,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2008,,12.1,54.4,1626.9,,,,,,,,,,,1438.4,2552.6,1473.7,359.5,11.5,6,17.6,2.52,,,97.6,-1.9,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,2912.1,0.876549569,0.123450431,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2009,95.8,13.6,55.3,1656.1,,,,,,,,,,,1446.8,2539.4,1467.7,375.1,12.6,7,19.6,2.55,,,98.6,-9.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,2914.5,0.871298679,0.128701321,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2010,95.4,12.9,58.9,1776.1,391000,246000,136000,147000,260000,488000,756000,1138000,1955000,23.9,1464.7,2574.84,1490.03,379.88,12.9,7,19.9,2.56,85.31,,98.3,-7.6,,,260000,1955000,7.5,,,,Bắc Trung Bộ và duyên hải miền Trung,2954.72,0.871432826,0.128567174,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2011,95.5,12.2,59.1,1790,,,,,,,,,,,1485.2,2597.36,1510.94,398.78,11.6,7.8,19.3,2.49,,,98.3,-7,,,,,,16493.7,2955.9,179.21,Bắc Trung Bộ và duyên hải miền Trung,2996.14,0.866902081,0.133097919,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2012,95.7,14.7,61.2,1874.1,564000,351000,240000,212000,383000,655000,1044000,1653000,3099000,,1506.14,2627.83,1529.85,408.16,12.8,6.5,19.3,2.59,84.9,,98.45,-9.6,,,383000,3099000,8.1,16490.9,2983.3,180.91,Bắc Trung Bộ và duyên hải miền Trung,3035.99,0.865559504,0.134440496,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2013,95.8,15.5,63.7,1992.6,,,,,,,,,,24.3,1525.51,2621.26,1550.87,455.11,13.5,7.1,20.6,2.68,86.92,283,98.36,-5.7,,,,,,16492.7,3011.3,182.58,Bắc Trung Bộ và duyên hải miền Trung,3076.37,0.852062658,0.147937342,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2014,97.2,15.93,63.4,2004.53,657000,367000,307000,252000,428000,721000,1233000,1994000,3528000,25.2,1549.59,2655.94,1566.74,460.4,13.7,8,21.7,2.7,86.49,323,98.91,9.3,,,428000,3528000,8.2,16490,3037.4,184,Bắc Trung Bộ và duyên hải miền Trung,3116.34,0.85226259,0.14773741,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2015,97,17.3,60.2,1923.2,,,,,,,,,,24.9,1574.1,2695.5,1586.5,465.1,13,7.7,20.7,2.69,87.52,360,99.2,4.7,,,,,,16490,3063.9,186,Bắc Trung Bộ và duyên hải miền Trung,3160.6,0.852844397,0.147155603,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2016,96.6,17.3,59.4,1916.8,793000,390000,376000,261000,492000,834000,1410000,2182000,4202000,24.7,1597.7,2731.3,1605.4,471.8,13.1,8.1,21.2,2.76,93,451,99.5,1.5,,,492000,4202000,8.5,16481.7,3105.5,188,Bắc Trung Bộ và duyên hải miền Trung,3203.1,0.852705192,0.147294808,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2017,96.6,19.9,58.3,1911.6,,,,,,,,,,25,1620,2768.3,1626.7,478.4,13.8,6.9,20.7,2.87,92.15,569,99.6,6.2,,,,,,16481.6,3131.3,190,Bắc Trung Bộ và duyên hải miền Trung,3246.7,0.852650383,0.147349617,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2018,97.3,20.8,57.5,1909.6,1190000,437000,435000,480000,609000,1217000,2109000,3119000,5688000,25.4,1643.9,2807.5,1647.5,483.9,14.1,5.9,20,2.82,92.23,693,99.8,-3.6,23867,1783,609000,5688000,9.3,16481.6,3157.1,192,Bắc Trung Bộ và duyên hải miền Trung,3291.4,0.852980495,0.147019505,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2019,97.4,20.7,57.1,1926.1,1314000,486000,443000,551000,682000,1378000,2321000,3134000,6469000,25.4,1669.5,2846.7,1667.7,490.5,13.8,7,20.8,2.75,93.78,756,100.11,-6.1,22286,1793,682000,6469000,9.5,16481.4,3337.2,202,Bắc Trung Bộ và duyên hải miền Trung,3337.2,0.853020496,0.146979504,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2020,97.42,20.76,56.67,1926.96,,,,,968430,1977970,2467320,3262520,6354820,26.39,1684.95,2843.59,1680.24,521.61,13.36,6.71,20.06,2.68,91.19,883,100.28,-9.19,18834,1725,968400,6354800,6.6,16481.41,3365.2,204,Bắc Trung Bộ và duyên hải miền Trung,3365.2,0.844998811,0.155001189,Hơn 2/3 dân số sống tại Nông thôn
Nghệ An,2021,96.93,23.37,46.57,1620.6,,,,,904550,1857020,2795580,3560410,6447390,26.26,1708.42,2880.33,1701.39,529.48,9.6,8.57,18.16,2.63,91.62,1022,100.41,-6.19,16376,1502,904600,6447400,7.1,16486.5,3409.81,207,Bắc Trung Bộ và duyên hải miền Trung,3409.81,0.844718621,0.155281379,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2007,,,54.6,506.4,,,,,,,,,,,440.9,746.5,455.2,149.6,8.9,6.6,15.5,2.26,,,96.9,-2.7,,,,,,,,,Ðồng bằng sông Hồng,896.1,0.833054347,0.166945653,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2008,,14.9,56.1,514.8,,,,,,,,,,,444.3,742.9,453.8,155.2,9.6,6.3,15.9,2.36,,,97.9,-1.6,,,,,,,,,Ðồng bằng sông Hồng,898.1,0.827190736,0.172809264,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2009,97.4,16.4,57.4,531,,,,,,,,,,,446.9,738.7,452.7,160.9,6.8,8.6,15.4,2.04,,,98.7,-9,,,,,,,,,Ðồng bằng sông Hồng,899.6,0.82114273,0.17885727,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2010,96.5,20.1,58.7,539.7,498000,264000,280000,160000,373000,672000,969000,1375000,2621000,24.5,449.36,741.26,455.01,163.1,4.8,8.6,13.4,1.88,88.75,,98.76,-3.3,,,373000,2621000,7,,,,Ðồng bằng sông Hồng,904.36,0.819651466,0.180348534,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2011,97,21.6,60.2,557.8,,,,,,,,,,,453.11,744.63,458.58,167.06,4.7,8.4,13.1,1.86,,,98.81,1.7,,,,,,1390.3,907.7,652.88,Ðồng bằng sông Hồng,911.69,0.816757889,0.183242111,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2012,97.3,25.4,59.2,559.8,762000,355000,289000,290000,551000,944000,1313000,1897000,3747000,,457.85,749.11,463.14,171.87,9.2,8.6,17.9,2.66,90.09,,98.86,3.8,,,551000,3747000,6.8,1376.7,919.1,667.61,Ðồng bằng sông Hồng,920.98,0.81338357,0.18661643,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2013,97.4,27.7,62.2,587.8,,,,,,,,,,24,462.47,753.68,467.56,176.35,6.7,8.8,15.5,2.28,89.7,55,98.91,0.8,,,,,,1378.1,927.2,672.81,Ðồng bằng sông Hồng,930.03,0.810382461,0.189617539,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2014,97.3,26.18,62,588.36,1092000,437000,386000,300000,724000,1226000,1756000,2444000,4907000,24.5,467.2,758.96,472.11,180.35,12.9,7.5,20.5,2.87,88.44,87,98.96,0.4,,,724000,4907000,6.8,1377.6,935.8,679,Ðồng bằng sông Hồng,939.31,0.80799736,0.19200264,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2015,97.8,24.3,59.8,572.3,,,,,,,,,,24.3,471.9,764.1,476.6,184.4,10.5,7.1,17.7,2.76,89.68,107,99,1.1,,,,,,1377.6,944.4,686,Ðồng bằng sông Hồng,948.5,0.80558777,0.19441223,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2016,97.9,25.3,59.4,573.9,1331000,524000,680000,379000,964000,1660000,2260000,3079000,6662000,24.2,476.2,767.8,480.7,189,10.7,8,18.7,2.94,95.49,122,99.1,0.8,,,964000,6662000,6.9,1386.8,953.1,687,Ðồng bằng sông Hồng,956.8,0.802466555,0.197533445,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2017,97.5,26.4,59.2,576.9,,,,,,,,,,24.7,480.6,770.4,484.8,195.1,4.3,9.1,13.4,2.39,93.51,150,99.1,0.9,,,,,,1386.8,961.9,694,Ðồng bằng sông Hồng,965.5,0.797928534,0.202071466,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2018,97.5,27.4,59.5,586.2,1800000,566000,851000,560000,1222000,2008000,2747000,3595000,9320000,24.8,485.3,773.4,489.3,201.2,4.7,9.8,14.5,2.53,92.69,157,99.2,-0.6,5987,702,1222000,9320000,7.6,1386.8,973.3,702,Ðồng bằng sông Hồng,974.6,0.793556331,0.206443669,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2019,98.6,28.9,58.8,581.5,2047000,466000,964000,520000,1135000,2335000,3495000,4363000,8741000,24.8,490.4,776.7,494.1,207.8,9.8,7.1,16.9,2.46,94.17,141,99.24,-3.9,4775,621,1135000,8741000,7.7,1386.8,984.5,710,Ðồng bằng sông Hồng,984.5,0.78892839,0.21107161,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2020,97.91,30.16,56.04,563.57,,,,,1567780,2761660,3550980,4444110,7244780,24.8,495.99,781.33,497.93,212.59,9.58,6.82,16.4,2.42,92.56,123,99.61,-0.48,4811,688,1567800,7244800,4.6,1386.79,993.92,717,Ðồng bằng sông Hồng,993.92,0.786109546,0.213890454,Hơn 2/3 dân số sống tại Nông thôn
Ninh Bình,2021,97.71,31.74,47.8,487.3,,,,,1592630,2887730,3787100,4737670,8441500,24.88,502.81,791.05,504.76,216.52,9.16,6.17,15.33,2.41,92.63,98,99.61,-2.3,4587,689,1592600,8441500,5.3,1411.78,1007.57,714,Ðồng bằng sông Hồng,1007.57,0.785106742,0.214893258,Hơn 2/3 dân số sống tại Nông thôn
Ninh Thuận,2007,,,48.9,287.3,,,,,,,,,,,274.9,371.5,280.9,184.3,12.7,5,17.7,2.28,,,97.9,-2.7,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,555.8,0.668405901,0.331594099,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2008,,13,51,296.9,,,,,,,,,,,278.4,358.1,282.3,202.6,10.9,5.8,16.8,2.24,,,98.6,0.4,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,560.7,0.638665953,0.361334047,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2009,85.7,14.8,50,295.1,,,,,,,,,,,282,361.7,283.8,204.1,13,6.2,19.2,2.4,,,99.4,-6.6,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,565.8,0.639271828,0.360728172,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2010,78.9,12.3,53.2,311.3,361000,228000,278000,81000,270000,458000,644000,964000,2395000,24.2,282.69,362.59,284.18,204.28,12.8,6.2,19.1,2.42,86.63,,99.47,-14.2,,,270000,2395000,8.9,,,,Bắc Trung Bộ và duyên hải miền Trung,566.87,0.63963519,0.36036481,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2011,80.5,13.7,54,316.3,,,,,,,,,,,283.35,363.4,284.5,204.46,12.1,6.6,18.8,2.38,,,99.59,-12,,,,,,3358.3,574.1,170.95,Bắc Trung Bộ và duyên hải miền Trung,567.86,0.639946466,0.360053534,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2012,86.1,14.4,54.2,318.7,722000,403000,366000,146000,470000,885000,1205000,1638000,3964000,,285.25,365.79,286.06,205.52,11.6,5.9,17.5,2.25,87.56,,99.72,-0.9,,,470000,3964000,8.4,3358.3,579.4,172.53,Bắc Trung Bộ và duyên hải miền Trung,571.31,0.640265355,0.359734645,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2013,85,14.2,54,319.3,,,,,,,,,,24.6,286.41,367.23,286.88,206.05,12.5,5.6,18.2,2.37,88.1,104,99.84,4.3,,,,,,3358.3,584.9,174.17,Bắc Trung Bộ và duyên hải miền Trung,573.28,0.64057703,0.35942297,Tương đối cân bằng giữa Thành thị và Nông thôn
